country_name,country_3_letter_code,discipline_title,event_title,slug_game,game_season,game_year,men_bronze,men_gold,men_silver,mixed_bronze,mixed_gold,mixed_silver,open_bronze,open_gold,open_silver,women_bronze,women_gold,women_silver,men_total,women_total,men_weighted_total,women_weighted_total
Canada,CAN,Speed skating,500m men,oslo-1952,Winter,1952,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Canada,CAN,Speed skating,500m men,sarajevo-1984,Winter,1984,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Canada,CAN,Speed skating,500m women,innsbruck-1976,Winter,1976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0
Canada,CAN,Speed skating,500m women,lillehammer-1994,Winter,1994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0
Canada,CAN,Speed skating,500m women,nagano-1998,Winter,1998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,5.0
Canada,CAN,Speed skating,500m women,salt-lake-city-2002,Winter,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0
Canada,CAN,Speed skating,Men's 1000m,beijing-2022,Winter,2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
Canada,CAN,Speed skating,Men’s 10000m,pyeongchang-2018,Winter,2018,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0
Canada,CAN,Speed skating,Men’s 5000m,pyeongchang-2018,Winter,2018,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
Canada,CAN,Speed skating,Team pursuit men,turin-2006,Winter,2006,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
Canada,CAN,Speed skating,Team pursuit men,vancouver-2010,Winter,2010,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0
Canada,CAN,Speed skating,Team pursuit women,turin-2006,Winter,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0
Canada,CAN,Speed skating,Women's 3000m,beijing-2022,Winter,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Canada,CAN,Speed skating,Women's 5000m,beijing-2022,Winter,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0
Canada,CAN,Speed skating,Women's Mass Start,beijing-2022,Winter,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0
Canada,CAN,Speed skating,Women's Team Pursuit,beijing-2022,Winter,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0
Canada,CAN,Swimming,100m backstroke men,barcelona-1992,Summer,1992,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0
Canada,CAN,Swimming,100m backstroke men,los-angeles-1984,Summer,1984,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Canada,CAN,Swimming,100m backstroke women,mexico-city-1968,Summer,1968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0
Canada,CAN,Swimming,100m backstroke women,montreal-1976,Summer,1976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Canada,CAN,Swimming,100m backstroke women,rio-2016,Summer,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Canada,CAN,Swimming,100m breaststroke men,los-angeles-1984,Summer,1984,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
Canada,CAN,Swimming,100m breaststroke women,los-angeles-1984,Summer,1984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0
Canada,CAN,Swimming,100m butterfly men,munich-1972,Summer,1972,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
Canada,CAN,Swimming,100m butterfly women,rio-2016,Summer,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0
Canada,CAN,Swimming,100m freestyle men,london-2012,Summer,2012,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Canada,CAN,Swimming,100m freestyle women,rio-2016,Summer,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0
Canada,CAN,Swimming,1500m freestyle men,antwerp-1920,Summer,1920,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
Canada,CAN,Swimming,1500m freestyle men,beijing-2008,Summer,2008,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Canada,CAN,Swimming,1500m freestyle men,london-2012,Summer,2012,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
Canada,CAN,Swimming,1500m freestyle men,stockholm-1912,Summer,1912,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0
Canada,CAN,Swimming,200m backstroke men,los-angeles-1984,Summer,1984,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Canada,CAN,Swimming,200m backstroke women,mexico-city-1968,Summer,1968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0
Canada,CAN,Swimming,200m backstroke women,montreal-1976,Summer,1976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Canada,CAN,Swimming,200m backstroke women,munich-1972,Summer,1972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Canada,CAN,Swimming,200m backstroke women,rio-2016,Summer,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Canada,CAN,Swimming,200m breaststroke men,los-angeles-1984,Summer,1984,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0
Canada,CAN,Swimming,200m breaststroke women,los-angeles-1984,Summer,1984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0
Canada,CAN,Swimming,200m individual medley men,atlanta-1996,Summer,1996,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Canada,CAN,Swimming,200m individual medley men,los-angeles-1984,Summer,1984,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0
Canada,CAN,Swimming,200m individual medley women,atlanta-1996,Summer,1996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0
Canada,CAN,Swimming,400m freestyle men,antwerp-1920,Summer,1920,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Canada,CAN,Swimming,400m freestyle men,mexico-city-1968,Summer,1968,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
Canada,CAN,Swimming,400m freestyle men,stockholm-1912,Summer,1912,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0
Canada,CAN,Swimming,400m freestyle women,montreal-1976,Summer,1976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Canada,CAN,Swimming,400m individual medley men,atlanta-1996,Summer,1996,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Canada,CAN,Swimming,400m individual medley men,los-angeles-1984,Summer,1984,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0
Canada,CAN,Swimming,400m individual medley men,sydney-2000,Summer,2000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Canada,CAN,Swimming,400m individual medley women,montreal-1976,Summer,1976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,3.0
Canada,CAN,Swimming,400m individual medley women,munich-1972,Summer,1972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0
Canada,CAN,Swimming,4x100m freestyle relay women,mexico-city-1968,Summer,1968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Canada,CAN,Swimming,4x100m freestyle relay women,montreal-1976,Summer,1976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Canada,CAN,Swimming,4x100m freestyle relay women,rio-2016,Summer,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Canada,CAN,Swimming,4x100m medley relay men,barcelona-1992,Summer,1992,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Canada,CAN,Swimming,4x100m medley relay men,los-angeles-1984,Summer,1984,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
Canada,CAN,Swimming,4x100m medley relay men,montreal-1976,Summer,1976,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
Canada,CAN,Swimming,4x100m medley relay men,munich-1972,Summer,1972,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Canada,CAN,Swimming,4x100m medley relay men,seoul-1988,Summer,1988,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
Canada,CAN,Swimming,4x100m medley relay women,los-angeles-1984,Summer,1984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Canada,CAN,Swimming,4x100m medley relay women,montreal-1976,Summer,1976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Canada,CAN,Swimming,4x100m medley relay women,seoul-1988,Summer,1988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Canada,CAN,Swimming,4x200m freestyle relay men,amsterdam-1928,Summer,1928,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Canada,CAN,Swimming,4x200m freestyle relay women,rio-2016,Summer,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Canada,CAN,Swimming,Men's 100m Butterfly,paris-2024,Summer,2024,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0
Canada,CAN,Swimming,Men's 200m Butterfly,paris-2024,Summer,2024,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Canada,CAN,Swimming,Women's 100m Backstroke,tokyo-2020,Summer,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0
Canada,CAN,Swimming,Women's 100m Butterfly,tokyo-2020,Summer,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0
Canada,CAN,Swimming,Women's 200m Backstroke,paris-2024,Summer,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Canada,CAN,Swimming,Women's 200m Backstroke,tokyo-2020,Summer,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0
Canada,CAN,Swimming,Women's 200m Butterfly,paris-2024,Summer,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0
Canada,CAN,Swimming,Women's 200m Freestyle,tokyo-2020,Summer,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Canada,CAN,Swimming,Women's 200m Individual Medley,paris-2024,Summer,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0
Canada,CAN,Swimming,Women's 4 x 100m Freestyle Relay,tokyo-2020,Summer,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0
Canada,CAN,Swimming,Women's 4 x 100m Medley Relay,tokyo-2020,Summer,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Canada,CAN,Swimming,Women's 400m Freestyle,paris-2024,Summer,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0
Canada,CAN,Swimming,Women's 400m Individual Medley,paris-2024,Summer,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0
Canada,CAN,Synchronized Swimming,Duet Women,los-angeles-1984,Summer,1984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0
Canada,CAN,Synchronized Swimming,Duet Women,seoul-1988,Summer,1988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0
Canada,CAN,Synchronized Swimming,duet women,barcelona-1992,Summer,1992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0
Canada,CAN,Synchronized Swimming,solo women,barcelona-1992,Summer,1992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0
Canada,CAN,Synchronized Swimming,solo women,los-angeles-1984,Summer,1984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0
Canada,CAN,Synchronized Swimming,solo women,seoul-1988,Summer,1988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0
Canada,CAN,Synchronized Swimming,team women,atlanta-1996,Summer,1996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0
Canada,CAN,Synchronized Swimming,team women,sydney-2000,Summer,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Canada,CAN,Taekwondo,57 - 67 kg women,beijing-2008,Summer,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0
Canada,CAN,Taekwondo,67 kg women,sydney-2000,Summer,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Canada,CAN,Taekwondo,Women -57kg,paris-2024,Summer,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Canada,CAN,Tennis,Mixed Doubles,paris-2024,Summer,2024,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Canada,CAN,Tennis,doubles men,sydney-2000,Summer,2000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0
Canada,CAN,Trampoline,Individual men,beijing-2008,Summer,2008,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
Canada,CAN,Trampoline,Individual men,sydney-2000,Summer,2000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Canada,CAN,Trampoline,Individual women,athens-2004,Summer,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0
Canada,CAN,Trampoline,Individual women,beijing-2008,Summer,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0
Canada,CAN,Trampoline,Individual women,london-2012,Summer,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0
Canada,CAN,Trampoline,Individual women,rio-2016,Summer,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0
Canada,CAN,Trampoline,Individual women,sydney-2000,Summer,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Canada,CAN,Trampoline Gymnastics,Women,paris-2024,Summer,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Canada,CAN,Triathlon,Individual men,beijing-2008,Summer,2008,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
Canada,CAN,Triathlon,Individual men,sydney-2000,Summer,2000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0
Canada,CAN,Weightlifting,63kg women,beijing-2008,Summer,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Canada,CAN,Weightlifting,63kg women,london-2012,Summer,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0
Canada,CAN,Weightlifting,"67.5 - 75kg, (middleweight) men",helsinki-1952,Summer,1952,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
Canada,CAN,Weightlifting,67.5-75kg middleweight men,los-angeles-1984,Summer,1984,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
Canada,CAN,Weightlifting,Women's 59kg,paris-2024,Summer,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0
Canada,CAN,Weightlifting,Women's 64kg,tokyo-2020,Summer,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0
Canada,CAN,Wrestling,"Bantamweight, Freestyle (≤54 kilograms) Men",london-1908,Summer,1908,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Canada,CAN,Wrestling,"Bantamweight, Freestyle (≤56 kilograms) Men",amsterdam-1928,Summer,1928,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Canada,CAN,Wrestling,"Bantamweight, Freestyle (≤57 kilograms) Men",atlanta-1996,Summer,1996,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
Canada,CAN,Wrestling,"Flyweight, Freestyle (≤48 kilograms) Women",beijing-2008,Summer,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0
Canada,CAN,Wrestling,Freestyle 48 kg women,london-2012,Summer,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Canada,CAN,Wrestling,Freestyle 55 kg women,london-2012,Summer,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0
Canada,CAN,Wrestling,Freestyle 75 kg women,rio-2016,Summer,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0
Canada,CAN,Wrestling,"Lightweight, Freestyle (≤55 kilograms) Women",athens-2004,Summer,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0
Canada,CAN,Wrestling,"Lightweight, Freestyle (≤55 kilograms) Women",beijing-2008,Summer,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Canada,CAN,Wrestling,"Middleweight, Freestyle (≤79 kilograms) Men",amsterdam-1928,Summer,1928,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
Canada,CAN,Wrestling,"Middleweight, Freestyle (≤82 kilograms) Men",los-angeles-1984,Summer,1984,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Canada,CAN,Wrestling,"Super-Heavyweight, Freestyle (>100 kilograms) Men",los-angeles-1984,Summer,1984,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
Canada,CAN,Wrestling,"Super-Heavyweight, Freestyle (≤130 kilograms) Men",barcelona-1992,Summer,1992,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
Canada,CAN,Wrestling,"Welterweight, Freestyle (≤69 kilograms) Men",sydney-2000,Summer,2000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0
Canada,CAN,Wrestling,"Welterweight, Freestyle (≤72 kilograms) Men",amsterdam-1928,Summer,1928,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Canada,CAN,Wrestling,"Welterweight, Freestyle (≤72 kilograms) Men",berlin-1936,Summer,1936,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Canada,CAN,Wrestling,"Welterweight, Freestyle (≤72 kilograms) Men",los-angeles-1932,Summer,1932,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
Chile,CHL,Athletics,javelin throw women,melbourne-1956,Summer,1956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0
Chile,CHL,Athletics,marathon men,amsterdam-1928,Summer,1928,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
Chile,CHL,Boxing,51-54kg bantamweight men,melbourne-1956,Summer,1956,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Chile,CHL,Boxing,71-75kg men,melbourne-1956,Summer,1956,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
Chile,CHL,Boxing,75-81kg lightheavyweight men,melbourne-1956,Summer,1956,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Chile,CHL,Equestrian Jumping,individual mixed,helsinki-1952,Summer,1952,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
Chile,CHL,Equestrian Jumping,team mixed,helsinki-1952,Summer,1952,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
Chile,CHL,Football,football men,sydney-2000,Summer,2000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Chile,CHL,Shooting,Skeet Women,paris-2024,Summer,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0
Chile,CHL,Shooting,skeet (125 targets) men,seoul-1988,Summer,1988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chile,CHL,Tennis,Singles men,athens-2004,Summer,2004,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0
Chile,CHL,Tennis,Singles men,beijing-2008,Summer,2008,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
Chile,CHL,Tennis,doubles men,athens-2004,Summer,2004,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0
