country_name,country_3_letter_code,discipline_title,event_title,slug_game,game_season,game_year,men_bronze,men_gold,men_silver,mixed_bronze,mixed_gold,mixed_silver,open_bronze,open_gold,open_silver,women_bronze,women_gold,women_silver,men_total,women_total,men_weighted_total,women_weighted_total
AIN,AIN,Rowing,Men's Single Sculls,paris-2024,Summer,2024,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
AIN,AIN,Tennis,Women's Doubles,paris-2024,Summer,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0
AIN,AIN,Trampoline Gymnastics,Men,paris-2024,Summer,2024,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0
AIN,AIN,Trampoline Gymnastics,Women,paris-2024,Summer,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0
AIN,AIN,Weightlifting,Men's 102kg,paris-2024,Summer,2024,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Afghanistan,AFG,Taekwondo,58 - 68 kg men,london-2012,Summer,2012,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Afghanistan,AFG,Taekwondo,Beijing 2008 Taekwondo - 58 kg men,beijing-2008,Summer,2008,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Albania,ALB,Wrestling,Men's Freestyle 65kg,paris-2024,Summer,2024,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Albania,ALB,Wrestling,Men's Freestyle 74kg,paris-2024,Summer,2024,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Algeria,DZA,Artistic Gymnastics,Women's Uneven Bars,paris-2024,Summer,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0
Algeria,DZA,Athletics,1500m men,atlanta-1996,Summer,1996,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0
Algeria,DZA,Athletics,1500m men,london-2012,Summer,2012,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0
Algeria,DZA,Athletics,1500m men,rio-2016,Summer,2016,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
Algeria,DZA,Athletics,1500m women,barcelona-1992,Summer,1992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0
Algeria,DZA,Athletics,1500m women,sydney-2000,Summer,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0
Algeria,DZA,Athletics,5000m men,sydney-2000,Summer,2000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
Algeria,DZA,Athletics,800m men,rio-2016,Summer,2016,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
Algeria,DZA,Athletics,800m men,sydney-2000,Summer,2000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Algeria,DZA,Athletics,Men's 800m,paris-2024,Summer,2024,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Algeria,DZA,Athletics,high jump men,sydney-2000,Summer,2000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Algeria,DZA,Boxing,54-57kg featherweight men,barcelona-1992,Summer,1992,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Algeria,DZA,Boxing,57-60kg lightweight men,atlanta-1996,Summer,1996,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0
Algeria,DZA,Boxing,60-63.5kg lightwelterweigh men,sydney-2000,Summer,2000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Algeria,DZA,Boxing,71-75kg men,atlanta-1996,Summer,1996,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Algeria,DZA,Boxing,71-75kg men,los-angeles-1984,Summer,1984,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Algeria,DZA,Boxing,75-81kg lightheavyweight men,los-angeles-1984,Summer,1984,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Algeria,DZA,Boxing,Women's 66kg,paris-2024,Summer,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0
Algeria,DZA,Judo,48  52kg halflightweight women,beijing-2008,Summer,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Algeria,DZA,Judo,81  90kg middleweight men,beijing-2008,Summer,2008,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
Argentina,ARG,Athletics,long jump women,london-1948,Summer,1948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0
Argentina,ARG,Athletics,marathon men,helsinki-1952,Summer,1952,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
Argentina,ARG,Athletics,marathon men,london-1948,Summer,1948,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0
Argentina,ARG,Athletics,marathon men,los-angeles-1932,Summer,1932,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0
Argentina,ARG,Athletics,triple jump men,paris-1924,Summer,1924,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
Argentina,ARG,Basketball,basketball men,athens-2004,Summer,2004,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0
Argentina,ARG,Basketball,basketball men,beijing-2008,Summer,2008,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Argentina,ARG,Boxing,51kg flyweight men,london-1948,Summer,1948,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0
Argentina,ARG,Boxing,5352  5715kg featherweight men,amsterdam-1928,Summer,1928,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
Argentina,ARG,Boxing,5352  5715kg featherweight men,paris-1924,Summer,1924,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Argentina,ARG,Boxing,54  5715kg featherweight men,los-angeles-1932,Summer,1932,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0
Argentina,ARG,Boxing,54-57kg featherweight men,atlanta-1996,Summer,1996,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Argentina,ARG,Boxing,57-60kg lightweight men,rome-1960,Summer,1960,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Argentina,ARG,Boxing,5715  6124kg lightweight men,paris-1924,Summer,1924,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
Argentina,ARG,Boxing,6124  6668kg welterweight men,amsterdam-1928,Summer,1928,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
Argentina,ARG,Boxing,6124  6668kg welterweight men,paris-1924,Summer,1924,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
Argentina,ARG,Boxing,63.5-67kg welterweight men,mexico-city-1968,Summer,1968,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Argentina,ARG,Boxing,6668  7257kg middleweight men,los-angeles-1932,Summer,1932,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
Argentina,ARG,Boxing,6668  7257kg middleweight men,paris-1924,Summer,1924,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Argentina,ARG,Boxing,67  71kg lightmiddleweight men,helsinki-1952,Summer,1952,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Argentina,ARG,Boxing,71-75kg men,melbourne-1956,Summer,1956,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Argentina,ARG,Boxing,7257  7938kg lightheavyweight men,amsterdam-1928,Summer,1928,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0
Argentina,ARG,Boxing,73  80kg lightheavyweight men,london-1948,Summer,1948,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Argentina,ARG,Boxing,75-81kg lightheavyweight men,helsinki-1952,Summer,1952,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
Argentina,ARG,Boxing,7938kg heavyweight men,amsterdam-1928,Summer,1928,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0
Argentina,ARG,Boxing,7938kg heavyweight men,los-angeles-1932,Summer,1932,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0
Argentina,ARG,Boxing,80kg heavyweight men,london-1948,Summer,1948,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0
Argentina,ARG,Boxing,Featherweight men,berlin-1936,Summer,1936,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0
Argentina,ARG,Boxing,Heavyweight men,berlin-1936,Summer,1936,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
Argentina,ARG,Boxing,Lightheavyweight men,berlin-1936,Summer,1936,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Argentina,ARG,Boxing,Middleweight men,berlin-1936,Summer,1936,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Argentina,ARG,Cycling BMX Freestyle,Men's Park,paris-2024,Summer,2024,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0
Argentina,ARG,Cycling Track,Madison men,beijing-2008,Summer,2008,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0
Argentina,ARG,Equestrian Eventing,individual mixed,tokyo-1964,Summer,1964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina,ARG,Fencing,foil team men,amsterdam-1928,Summer,1928,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Argentina,ARG,Football,football men,amsterdam-1928,Summer,1928,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
Argentina,ARG,Football,football men,athens-2004,Summer,2004,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0
Argentina,ARG,Football,football men,atlanta-1996,Summer,1996,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
Argentina,ARG,Football,tournament men,beijing-2008,Summer,2008,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0
Argentina,ARG,Hockey,Women,paris-2024,Summer,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Argentina,ARG,Hockey,Women,tokyo-2020,Summer,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0
Argentina,ARG,Hockey,hockey men,rio-2016,Summer,2016,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0
Argentina,ARG,Hockey,hockey women,athens-2004,Summer,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Argentina,ARG,Hockey,hockey women,london-2012,Summer,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0
Argentina,ARG,Hockey,hockey women,sydney-2000,Summer,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0
Argentina,ARG,Hockey,tournament women,beijing-2008,Summer,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Argentina,ARG,Judo,- 48 kg - extralightweight women,beijing-2008,Summer,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Argentina,ARG,Judo,- 48 kg women,rio-2016,Summer,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0
Argentina,ARG,Polo,polo men,berlin-1936,Summer,1936,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0
Argentina,ARG,Polo,polo men,paris-1924,Summer,1924,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0
Argentina,ARG,Rowing,double sculls 2x men,helsinki-1952,Summer,1952,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0
Argentina,ARG,Rowing,pair without coxswain 2 men,berlin-1936,Summer,1936,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Argentina,ARG,Rowing,single sculls 1x men,mexico-city-1968,Summer,1968,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Argentina,ARG,Rowing,single sculls 1x men,munich-1972,Summer,1972,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
Argentina,ARG,Rugby Sevens,Men,tokyo-2020,Summer,2020,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Argentina,ARG,Sailing,470 - Two Person Dinghy men,london-2012,Summer,2012,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Argentina,ARG,Sailing,470 - Two Person Dinghy men,sydney-2000,Summer,2000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Argentina,ARG,Sailing,6m mixed,london-1948,Summer,1948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina,ARG,Sailing,Mistral - Windsurfer men,atlanta-1996,Summer,1996,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
Argentina,ARG,Sailing,Mistral - Windsurfer men,sydney-2000,Summer,2000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
Argentina,ARG,Sailing,Mixed Multihull,paris-2024,Summer,2024,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina,ARG,Sailing,Nacra 17 Mixed mixed,rio-2016,Summer,2016,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina,ARG,Sailing,Tornado - Multihull mixed,athens-2004,Summer,2004,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina,ARG,Sailing,Tornado - Multihull mixed,beijing-2008,Summer,2008,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina,ARG,Sailing,dragon mixed,rome-1960,Summer,1960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina,ARG,Sailing,singlehanded dinghy Europe women,sydney-2000,Summer,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Argentina,ARG,Shooting,25m rapid fire pistol 60 shots men,london-1948,Summer,1948,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
Argentina,ARG,Swimming,100m freestyle women,berlin-1936,Summer,1936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0
Argentina,ARG,Swimming,400m freestyle men,amsterdam-1928,Summer,1928,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0
Argentina,ARG,Swimming,400m individual medley women,athens-2004,Summer,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Argentina,ARG,Taekwondo,68 - 80 kg men,london-2012,Summer,2012,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0
Argentina,ARG,Tennis,Singles men,london-2012,Summer,2012,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Argentina,ARG,Tennis,Singles men,rio-2016,Summer,2016,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
Argentina,ARG,Tennis,Singles women,seoul-1988,Summer,1988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0
Argentina,ARG,Tennis,doubles men,barcelona-1992,Summer,1992,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Argentina,ARG,Tennis,doubles women,athens-2004,Summer,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Argentina,ARG,Volleyball,Men,tokyo-2020,Summer,2020,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Argentina,ARG,Volleyball,volleyball men,seoul-1988,Summer,1988,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Argentina,ARG,Weightlifting,90kg heavyweight men,helsinki-1952,Summer,1952,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Argentina,ARG,Weightlifting,90kg heavyweight men,melbourne-1956,Summer,1956,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
Armenia,ARM,Artistic Gymnastics,Men's Vault,paris-2024,Summer,2024,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
Armenia,ARM,Artistic Gymnastics,Men's Vault,tokyo-2020,Summer,2020,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Armenia,ARM,Boxing,57-60kg lightweight men,beijing-2008,Summer,2008,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Armenia,ARM,Boxing,Men's Light (57-63kg),tokyo-2020,Summer,2020,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Armenia,ARM,Weightlifting,+105kg men,rio-2016,Summer,2016,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
Armenia,ARM,Weightlifting,105kg heavyweight men,rio-2016,Summer,2016,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
Armenia,ARM,Weightlifting,77kg men,beijing-2008,Summer,2008,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Armenia,ARM,Weightlifting,77kg men,sydney-2000,Summer,2000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Armenia,ARM,Weightlifting,85kg men,beijing-2008,Summer,2008,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
Armenia,ARM,Weightlifting,Men's +102kg,paris-2024,Summer,2024,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
Armenia,ARM,Weightlifting,Men's 109kg,tokyo-2020,Summer,2020,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
Armenia,ARM,Wrestling,"Featherweight, Greco-Roman (≤55 kilograms) Men",beijing-2008,Summer,2008,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Armenia,ARM,Wrestling,"Flyweight, Greco-Roman (≤52 kilograms) Men",atlanta-1996,Summer,1996,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0
Armenia,ARM,Wrestling,Greco-Roman 66 kg men,rio-2016,Summer,2016,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
Armenia,ARM,Wrestling,Greco-Roman 74 kg men,london-2012,Summer,2012,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
Armenia,ARM,Wrestling,Greco-Roman 96 kg men,london-2012,Summer,2012,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Armenia,ARM,Wrestling,Greco-Roman 98 kg men,rio-2016,Summer,2016,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0
Armenia,ARM,Wrestling,"Light-Flyweight, Freestyle (≤48 kilograms) Men",atlanta-1996,Summer,1996,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
Armenia,ARM,Wrestling,Men's Greco-Roman 77kg,paris-2024,Summer,2024,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Armenia,ARM,Wrestling,Men's Greco-Roman 97kg,paris-2024,Summer,2024,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
Armenia,ARM,Wrestling,Men's Greco-Roman 97kg,tokyo-2020,Summer,2020,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
Armenia,ARM,Wrestling,"Super-Heavyweight, Greco-Roman (≤120 kilograms) Men",beijing-2008,Summer,2008,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Australasia,ANZ,Athletics,3500m walk men,london-1908,Summer,1908,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Australasia,ANZ,Boxing,635  7167kg middleweight men,london-1908,Summer,1908,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
Australasia,ANZ,Rugby,rugby men,london-1908,Summer,1908,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0
Australasia,ANZ,Swimming,100m freestyle men,stockholm-1912,Summer,1912,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
Australasia,ANZ,Swimming,100m freestyle women,stockholm-1912,Summer,1912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,5.0
